reaction(1478,WTPOzrd5274,UESGfwa0830,OAYUmzi3233,N_320406)
reaction(22419,CKJSctf8773,GOGTxom4885,ALBOpfp2492,N_386872)
reaction(35460,ZDDUyvk0884,IPWVubv3499,MQNUcai2091,N_386883)
reaction(28586,ZVKShcs9312,FUGZypx2008,VBSRacr7756,N_346145)
reaction(20173,KMHThrl1118,EJDQuam9350,DJUQiag4867,N_347331)
reaction(19240,JEARwok2043,QTNJkyf4596,EREJpqx2719,N_350237)
reaction(35708,JIYDtpy2191,HEPUqtc5285,GGHExxv3958,N_379146)
reaction(3048,VIGNteu9581,AIVPdza6732,TNOYprs1602,N_381079)
reaction(9699,ODRKwax6291,LFIOzca1644,DPDStiq4208,N_348128)
reaction(13783,MAVDfzx0256,GGZEgeo3028,EOQHupp1871,N_386930)
reaction(39685,QNSTuiy0381,YULMrbq4193,TQZHuxm9640,N_339105)
reaction(37654,RHVQdlp1995,HVRCrry7427,LMDCepw2910,N_333033)
reaction(37910,HECKkgz4301,HCTAgcp5798,MFXFull4998,N_353850)
reaction(17937,BAGHflz1409,XOKIjwj2613,HWDGoop1339,N_367370)
reaction(38323,TPVWfms4400,WOIFkdw8156,KPHHmmr5894,N_367865)
reaction(31736,XKOSrjf7795,FMASqem2988,UQMUgrn5104,N_352202)
reaction(6031,NWJKqux1509,YPFHrrj9917,WFJCmtb2010,N_386977)
reaction(23235,IQWLibl8569,OGIDiau8381,GMLLhxp8868,N_348859)
reaction(33424,QMNJngq5695,NTLUkla9279,QAMRrbc9213,N_361046)
reaction(12324,QHTClzw5303,JXUSmbw9483,ENABvna8921,N_387000)
reaction(29460,FLHAdft8284,YCGScsc0496,NUQRrih6871,N_386585)
reaction(37072,AVWKbzr2408,XZCWbqr8730,CZXRtyk3726,N_335664)
reaction(38594,ECJEvjh9912,RXHTylx9201,KDELptg0780,N_387023)
reaction(11800,ISKObbo5326,NKFGjku1370,WLCOdtt1015,N_348256)
reaction(2438,KDGUroi0575,BYYYbje4929,JRAQoex2321,N_322780)
reaction(12465,SQBFdin0563,VGWOgau8437,PMNXmhz1407,N_378636)
reaction(20989,DVNXmmq0293,CVHZrft4820,KODOxvt6325,N_354323)
reaction(26959,UENQbww8405,CKTIqau5024,ATFBlot4898,N_348620)
reaction(23538,LBFFkhp7034,CLCPghb6128,IUPAkoz9842,N_320494)
reaction(20781,OXBSsbi0920,UTHFdkx2331,HGERhun9134,N_352379)
reaction(32338,TEJIiqk3772,RCZOyvj2950,RCDFwzl9777,N_321788)
reaction(17560,NJNXiwl7428,HMAQjbh5602,HEQBbda3339,N_322901)
reaction(31879,ITSIphu1260,CRFOsnd9632,QQBOkkq3500,N_329923)
reaction(25474,LUXLvgy8873,LWDBpjz2305,OPDYhms5889,N_357957)
reaction(38226,OCRUcjv4300,IUNUsix4872,LAXSxom2992,N_375501)
reaction(14748,FALHgcx6566,EGLMjjo1886,MJCJbks3978,N_358275)
reaction(13243,RCRCquh9438,GUQDhpm6360,RPAYhvs0352,N_357409)
reaction(31172,GFSRymx6854,YZMXcvp4284,MEECbrr4281,N_353357)
reaction(2802,MYYItsz9129,AXBTrld7693,FXLVhtd3296,N_377181)
reaction(31660,GWJFcqf1383,HMFAsub9074,DIVCthn5170,N_349779)
reaction(20252,KGRNeux5371,FDTJzvi2745,EPEJqee8237,N_338558)
reaction(9045,QYIGnhe5739,NKMFkdy7030,DOMOxfx5324,N_343972)
reaction(5916,CWTEoqd1605,PBZIaky8741,UMHSelf0116,N_360589)
reaction(7026,QDFRlsa0121,CTNCrun1429,UBCZphi8833,N_385696)
reaction(33299,AUGIxys7518,ZDIMlzu5268,BIUZisl7007,N_330184)
reaction(18734,SVVOjis6610,JDDGfjt1964,PMDYzek7708,N_352105)
reaction(38205,TBOPxut9568,FOAGcok3510,WIEUhzz8548,N_333133)
reaction(31320,KNXCqfz7046,SXNDyeb2345,BENMubs3860,N_325984)
reaction(30744,WBVMobm1990,QFIAffa2014,FNEOcfc0232,N_345173)
reaction(19589,DMVDmhv6811,FCZWwwu9247,VYYDbqn4205,N_328185)
reaction(17440,TCDAxmy1129,TCDWaca5009,CUGStyz9399,N_373982)
reaction(20479,UUILgdp5704,JRILycb2709,NOPLfgg3959,N_346554)
reaction(8590,SOXGwdr1038,FACTgza6915,SVYBbqf4675,N_346957)
reaction(6325,OVSKncu7293,CDWVlnf7253,JXNMcqe4822,N_321050)
reaction(18678,SBLXgtl8065,OFDElox6062,QNAEgjn0633,N_370248)
reaction(32492,TKOGbgn0136,QPUCcit6810,KRYLqwz2660,N_324849)
reaction(14531,GOIScsz6667,PHVOvum1757,YFRPtkx4340,N_328229)
reaction(34536,DTNHyvf1054,GXIZupj3690,KZRTzlh7494,N_380492)
reaction(18523,CLIQici2012,XGVQnfg1924,YZQCkax9960,N_360286)
reaction(36537,NOFRmxo0825,DKUNeru7231,URFXxvt6158,N_352816)
reaction(27488,CIBUcki6259,AILHohm1162,OIQJrhz3134,N_335581)
reaction(2325,CCTJyke6524,UHTKtgz3206,ZKIToew2095,N_387262)
reaction(3146,GSRUvju4575,CMUWknl7772,GDOHhrt6178,N_344851)
reaction(7132,JQSAezd4038,IXYZdso7985,KYZJjkc0550,N_356181)
reaction(16932,ILOSgmt4504,NNMDmdu7726,RCMHzyh9099,N_331505)
reaction(19357,YCCUjvp2897,SIDYuxy0613,HNIPksa5387,N_379169)
reaction(27763,DMXHtnl0282,JNWCqzs7108,NANEeyf7415,N_387297)
reaction(20428,CXYQhfe1942,BYZSgtv0731,FTUQhfa7103,N_331009)
reaction(7474,UYLMblm2130,GKWXnyv7027,WDFWaxj0123,N_330521)
reaction(27532,QMNBaqc6571,QIUTajp5725,OZYUgco7506,N_344759)
reaction(25584,ALLQaoa8427,PLMAzzx8542,IMDWvmc8899,N_387326)
reaction(16162,HCKUybp7783,WTFIwmt7777,UHADjek5746,N_367353)
reaction(38679,SBBJwpo6741,CTWTwhe1287,ZUUHilv5967,N_335231)
reaction(33376,JJNSgtt0402,WTBCiot1268,PHCEowm7444,N_361249)
reaction(29956,SPABpjt4143,AMJFjnw4444,FPTFwsg7795,N_378859)
reaction(2405,XSJCgnx4900,FEONlre4611,BHJXqmw7687,N_336523)
reaction(13349,UTLSbmf2614,KGHZydv3455,PFBQskn8304,N_325541)
reaction(2987,GMYHowu8776,GIBRcmk1429,IFNEwde6079,N_335125)
reaction(8978,MDNJgqb3390,HGIMxpc2935,DUFVnry3046,N_345395)
reaction(32032,PKPMibp6511,UVBUdnx6891,PEZQsxw9072,N_342501)
reaction(26521,TMFQiox0993,GRRWnem2695,EGYNkdh5356,N_387391)
reaction(5687,NHZVzcj7653,VJJEils5216,YZSCleo7024,N_387402)
reaction(28053,RBLTucs9907,SHRFldz0533,JOTIyog5514,N_336389)
reaction(27811,VXFToaj7346,LUXCkur2554,YEZIfbb0059,N_387419)
reaction(668,HYVNpef8830,EAUChus8593,QXBQofe2150,N_322157)
reaction(2112,TRNDwdi6111,OBWIarn9191,RARPxev4675,N_352105)
reaction(16175,BLEAbzm0092,VQIVfku6136,TVSQuqo8782,N_338725)
reaction(39928,FQSIgum4000,WWQClnl3659,LFIJuis9165,N_358636)
reaction(1985,XSFRgtx0173,UBOXtii6805,ACMKway4635,N_387454)
reaction(25756,FYCPipw5553,EQBRiba8528,QAUDacs5464,N_372252)
reaction(4114,HOHNuki2343,MUEQznm4174,EHKAqlg0320,N_347859)
reaction(3945,POQHjpk0909,INYRnuc5436,UMIAxmk0725,N_336711)
reaction(39653,ZEPGhlx1062,XVNUpgf3599,ATTIvzf0959,N_349045)
reaction(25271,DMXPdur8758,WJHVdsk3701,FWYHiga5052,N_343652)
reaction(4055,YAEHcqv7242,PNCHbsn9077,PXLWnjf1811,N_361011)
reaction(5068,CONGwrs5601,NUCIybn4102,ALEKrgw8662,N_346789)
reaction(10421,CWDYguq4283,CNWYnqv9216,AWNFyow6500,N_341152)
reaction(27914,FTGNhjg1951,JEZTsrd1890,PZPDruq8347,N_387513)
reaction(26254,LPGIpvl7010,CQWHfln3551,VNIGcbp7128,N_358543)
reaction(25856,ZBWSfpy7836,WZEKami4493,RDNWsao8237,N_387530)
reaction(36265,SNRPlqg7655,RFOTduh0062,OKUHiqa9129,N_327227)
reaction(31785,TMJPtoz8562,EZPGxzn5419,XPQXpko2543,N_345566)
reaction(36710,EPDExsi1994,YMRSmvw2880,ESJJutr2850,N_344349)
reaction(16914,RSMAary7552,DIFFoxj6779,VJUQdik1434,N_387559)
reaction(15548,LGNGzhx3848,NTKKmny2186,LOZLsnf1648,N_341967)
reaction(39478,KHDCbqf4287,XUJDiam7347,YZGBqkj8740,N_322201)
reaction(10483,BXNMwnk6566,IIQYxug1937,MCEEcmn9657,N_358905)
reaction(257,WZCKwtl8195,VRZSbdp6394,REFKezh7099,N_366206)
reaction(24748,GCZKqiw7262,PNEYeln0133,ENEUzlu1293,N_322284)
reaction(7193,OSWJkto4693,XBROjpb7441,JKTKycw0264,N_362335)
reaction(36998,FEMBmca4103,LAOGxzh9187,BDYXvon7815,N_387606)
reaction(16747,WPRHmfx8336,ZCTActh3894,GAPBesm7950,N_344432)
reaction(15630,XXNDalm2340,FFUPtpq8236,BCJLtkw3970,N_341327)
reaction(20855,JMLUvqy0568,FEVFswt8844,PBSCbdg1087,N_387629)
reaction(8600,PDMYdmw9986,URWBdqi8148,EGTAsnx7169,N_342689)
reaction(31696,YSTJrtc0103,RELHfkh8303,EZAZlxf3962,N_339620)
reaction(18566,GNQQamk1147,UMYGkhn1198,WBCMook6925,N_339301)
reaction(7856,OUUFrzo2466,EPIDtyo4705,GINWvxh0214,N_349898)
reaction(13248,UOXQaol9005,PYRUjyh6123,FUMPrra2357,N_343297)
reaction(33783,JDKPjhp6070,RKVRemh3184,FGEHwex3017,N_356600)
reaction(24970,VIKOetf1751,SFBLsup1117,PDKUbfd5059,N_342355)
reaction(31315,DJRFsqw3433,UVJQtku1510,WSZSkrq1371,N_364817)
reaction(22512,QUSDrfr7017,RESYhip6973,NDBSfar4162,N_330156)
reaction(17160,ILYFirr7295,AKKByih6260,ANCQhlf4249,N_340740)
reaction(10437,YHNHdzw8274,HFJAugh9290,TYEAwio9078,N_337979)
reaction(19835,JTMJenr1907,AGXSbwm6193,MZLAaof4343,N_368781)
reaction(24905,PZLAuhg6224,LSMRvoh7957,LCVAarz2822,N_339896)
reaction(31443,ESWTuhh4848,OFCHnbp4005,DBSJxla4269,N_387718)
reaction(33474,UEVMvzq3089,UMUOnjp6845,JXUBaqy4540,N_348762)
reaction(17189,MOFYjvc1115,AEATjtg8296,FPJRuhd6060,N_369095)
reaction(10667,TRHYtwj3344,GAXBmws1335,VJAHwbe2038,N_354199)
reaction(26216,URBMeks4515,FYBXcpp5658,FLXLsmm4882,N_325984)
reaction(5543,JPIAerc7431,GNQCdpf3479,XBGVgzy6316,N_383687)
reaction(873,DRPWzqv1306,KIIGdzc2938,MYCVqsy2673,N_387759)
reaction(9177,MROBydo0974,MEJMdos1365,BWWQxgn7183,N_330571)
reaction(39399,GBXIdia8811,LDBLtjh4702,HCGIrad3612,N_387776)
reaction(22280,FLXQecg6514,KRYHrpe0523,TGXXthx8323,N_363081)
reaction(13659,LOZJwae3500,RCZOubr4860,XLGSppb6445,N_344862)
reaction(15090,JUWVwqk0477,OMPWnrh1031,RCBLzdj6819,N_360063)
reaction(26478,OBOSqju0132,RFNQkjm5830,RBEEkhu9785,N_387805)
reaction(13487,JVKFhxl6755,IAVEzqz5968,JACJyvy4254,N_324478)
reaction(31129,XREWgha6852,CHXCsqi0161,PJKJaja2586,N_345468)
reaction(553,TMIXuhc5610,UNWQeaz6670,MEGSmkx9488,N_326968)
reaction(31171,DAPGtzo2680,UGVHslr5040,URIGgij5926,N_330832)
reaction(16850,OFXLubv9612,BKUTdsr8200,HEJDwzo0198,N_330582)
reaction(27868,MXPCode6076,EZZMyuo2281,UAHQcoq9907,N_387846)
reaction(6017,OJMByqm6166,OGYNrlp7481,IAYXtto0423,N_323077)
reaction(37611,HMLWwvj2710,DJDTxru3636,RHYQxgc5160,N_387863)
reaction(26591,AFTJaxa2387,YMTQozo2400,JJMQvjc0227,N_333613)
reaction(17718,WYATsqt2542,KOEXkvu3085,IUUFrks4668,N_387880)
reaction(38138,BRZKgse8843,OOVXicj0544,CKHKstb3732,N_358417)
reaction(9947,JPXOwgz4015,YFTTugk5751,WOPZsct6279,N_333798)
reaction(614,PBCQnsn4772,FAHNokh0764,YGTDxge8244,N_346890)
reaction(1497,BZWVvwk7447,PRYNkra1413,NWJMsbs4133,N_324860)
reaction(22078,MTWLrpg1610,KOODgey9812,SAEOwoc3835,N_349629)
reaction(39779,YPATpba2276,NLQXlye2575,YFUIdsh7477,N_322681)
reaction(1737,KXPZcun1709,QVGUzcf3640,ELIGguv4761,N_352738)
reaction(2181,QRKCzka9931,ITMLsys6811,ERYSsfx6224,N_339857)
reaction(20351,VKRGawn6522,NERSnpa5958,KOJNurh6584,N_367038)
reaction(7639,AWWBqcx5452,YIJPwgr9041,BWXCrda2484,N_343747)
reaction(27665,BFIGeoh1272,GQROqse8210,ZPJGspk3959,N_373790)
reaction(16392,RDRIspa5253,LBPTipk7037,MFECdws4386,N_332328)
reaction(8076,EZGTwqo3182,UJZDzyi8666,LWZRynr4293,N_387963)
reaction(9576,FJMTdiv6090,BFRZujj9749,OWOKivq8023,N_321116)
reaction(25078,IBEAgxn9562,UKWEoyw4384,XNTAzcp5492,N_387980)
reaction(19934,MCCHujh1041,MSFHtui7104,CTIQthq5860,N_334753)
reaction(25283,IGFItdu7916,MMSGnvb0810,WVJDjsn4215,N_387997)
reaction(15294,MLQQhfi5152,ERZWawo9997,VELShry7502,N_357219)
reaction(926,BYFKexw8067,QBFHfzy8379,AAMEdbx2580,N_355798)
reaction(4183,XVNRgfe6010,JVOEuxq6922,HBWDkes4173,N_321633)
reaction(825,TDYAozy5070,SSCAgnw0755,DQVHhrr9102,N_350181)
reaction(33044,YMGTlob9881,YAGZpww6902,NMYQsug2426,N_360844)
reaction(19603,CBXFtah1048,SNJPbae7415,EOHBada0169,N_342103)
reaction(3062,GOHJqqz9869,YDPKnvp5378,LFSHcki5278,N_344885)
reaction(11957,TQYZrdg2389,PEDKmri0274,XGTSyxz5393,N_358073)
reaction(12942,QETPpcz0559,AXBFwtp7212,YJBYewx7481,N_347043)
reaction(36034,YFLReoj7201,ERRWnmg2408,GPFEclb6668,N_388062)
reaction(34485,XKCZidm8439,JXTPetp1328,SCFVuoe4613,N_341467)
reaction(22018,IRXVcel2535,APNZeie8026,OUCExwv6403,N_370890)
reaction(20978,MKHSekb6300,MMBEevj7911,IDPFzmp4917,N_357306)
reaction(34214,GXOUabf9545,ZWUPdxr9926,JHVUxte4917,N_348489)
reaction(11191,TLRVsvc4400,LGVLuif3680,UFKIloh0886,N_327947)
reaction(25919,JLWPcio0250,CGQOhtj3170,UZDSwpd8370,N_346957)
reaction(30112,WBPXbld7879,SKUSwvg5309,IDMBmaj6906,N_388109)
reaction(23632,HWYBsng5460,UKGTxiu8463,ULKVexk6195,N_388120)
reaction(9684,ZFMTnsg5206,WFANteq8312,SDJWbeh1116,N_337374)
reaction(2919,FHUDhqr9109,PYKQcyl1753,MLPJbqu6967,N_388137)
reaction(4590,JELTmcc5840,CVXWsiq5325,YIAHeiw8862,N_333295)
reaction(16450,YTGPzva2600,OGQVysh9625,XLNVwvu2748,N_336633)
reaction(26078,DDIKeuz6750,QWUVyef2445,JAHIake7334,N_367743)
reaction(24682,SMGXprw7139,BMMXfgg3231,RKKNvyf3975,N_335264)
reaction(32673,VPPVuzs4722,ETDNhvc0980,IHVWetd9201,N_321876)
reaction(21278,LVTTzlv9341,NRUJxxf7457,MHLPvxe6140,N_337818)
reaction(36040,WFSXnvg9819,XKHZfoa1723,IESLzrc7330,N_360378)
reaction(20496,CZOVgiq5833,IYCSqwx2341,MNLZtee2892,N_382122)
reaction(9335,BRCElib4216,ZZHMpqz5259,XZTJmig6680,N_358228)
reaction(34787,XDCJutk6271,SSDPvhn0402,UFBLcyy5076,N_326200)
reaction(11986,EJVJzzc0747,GUQSffe6414,MRRJimb7243,N_388208)
reaction(27764,HWMNcog8321,HGUExdo5540,QPSEsul8931,N_331031)
reaction(1487,HFNYghz8317,SCVVgce6819,FEEKexo2227,N_388225)
reaction(30907,OKWRdet0697,FSYCkxp1182,PUHVzpq6344,N_388236)
reaction(24666,VTPIioe1479,AVQGjjz7466,DRVBjhm5105,N_336248)
reaction(35204,ELAYcwz3739,TKDEmwp1968,CRWRozm0894,N_350198)
reaction(88,QJGNbpq7416,IFRIqgx4499,NEHNabj9545,N_337637)
reaction(14805,GOKAwxy4458,FFPWaet8456,AGOJiia3878,N_385927)
reaction(10631,NEYQjzl8691,ANDTddh7739,BHPQexf9930,N_339386)
reaction(37531,JFDVwhp3791,CTZMzff2035,OHTMzkm3230,N_352929)
reaction(12294,TPYXduy5980,VHFUwnj6235,WFCKjtf1910,N_347405)
reaction(6826,EZJLqbe1978,FETWlpk0325,ZMJVtax2917,N_328585)
reaction(1479,BGCAxei1367,UEHKkma1858,TUBMdwe1002,N_321578)
reaction(7190,WECRkic4998,AVPUthm0057,IIUBbnq6184,N_360327)
reaction(3696,OFSGelq9925,UTEValv5383,HIHNnut2617,N_381468)
reaction(35785,ILMMyju5341,NXPZahz5180,TJWQvha0028,N_353861)
reaction(31655,NTRGywf4517,GVYTohh7332,VXWZjwm6120,N_388319)
reaction(8358,HAQPsav5701,GBQAssa8461,LQMLxgd8268,N_370890)
reaction(30501,HACYorm3949,AYLXris0969,ELRNjnn2862,N_322791)
reaction(13034,RZVXzhr9908,PLDZgxl0574,AOVOzun3589,N_368816)
reaction(8125,QNXWaay0398,DKDJqxi5155,WCZCvvo5492,N_376871)
reaction(6597,TCHJsxx3729,HYPWbnq5920,IWTTbtc5852,N_364244)
reaction(8369,YEDAxsk2692,IMQXiuj0422,DDITpis9049,N_351012)
reaction(15405,QQVKikc8624,JQPGqrb1469,VFVXaxz9035,N_325791)
reaction(22765,ZOIZpyy1070,CRVFqif1859,ZYCRwib7055,N_388372)
reaction(14822,MESIimn4975,OKFPhms2611,EDIOrcw1005,N_384128)
reaction(36159,MBODxkx6063,ANUOnww6600,TXDNpjd4392,N_343142)
reaction(13326,VXHCpcb3695,JKTDjsd4769,SDESkhv4548,N_336812)
reaction(15116,HRTOblk8384,OAWWdkq1664,OKETpvb8369,N_366062)
reaction(32424,DHFLlii7484,NDBCuyo3095,UQWQsyt5095,N_334399)
reaction(22466,OXKWerj7415,DDFQkfm7452,YWPAacu4347,N_323353)
reaction(8905,CGFUoim5998,TGNVlyp8241,GTWHnld4502,N_349993)
reaction(6639,WYJPgfg8676,OBWNuag0165,XHKPpdr3438,N_342366)
reaction(38707,HZQDojh6372,XDUTslr0473,VOWHecw0803,N_340357)
reaction(15348,YGVPgkf7494,YGSZvyw5956,FBQHkaj9641,N_377809)
reaction(23333,PSSJcrn6030,ZBJOyzb5870,QNDCeom8776,N_367685)
reaction(1142,XUHKsdf7499,KAQXcdo2214,FSQVkir4981,N_345060)
reaction(27109,KIWKuba6579,LDKCdqt9078,EXSBgwt0643,N_387880)
reaction(4587,KLMHepu1681,GDYXktf2567,RCRNmqg5597,N_330638)
reaction(38963,DTBIcoy7446,XQTPzpu4028,UGMGcos1386,N_370574)
reaction(21379,AQFHtbm9772,IBJTdez8837,HCKXjze0439,N_388473)
reaction(2839,SNQJkjl2348,NNVBmlt2903,VJXFoci5281,N_360630)
reaction(29509,MRMKsmp9702,KWTJtfl0890,TKWRgtr3271,N_338954)
reaction(27911,DHEWuib0923,XRIMnzz3179,YUPYizq3041,N_346392)
reaction(10017,GKPSzjw3412,FLTCjni6709,OUEWphh4359,N_322857)
reaction(6356,OIFErvo6395,PHFOwkh6241,KAEErvn5300,N_349023)
reaction(8561,SDMZetg2872,JPIAtnb1619,EIJZwqe6407,N_330128)
reaction(17990,FLIRplc1542,WSCUfkp2478,QWKHvuh6993,N_388520)
reaction(246,KOFWnau3295,WJWUcze7843,OHNThuh3147,N_352929)
reaction(29982,XRTMbpe2149,AZDMpfq3402,FNMJvod8130,N_343608)
reaction(4798,FRZLuzy0522,QVVFhhk7904,TLIPbzc2015,N_388543)
reaction(24527,JDQXmvj8652,PPAEdfb5295,UITMxrx2198,N_374700)
reaction(22776,BUZTuqd9005,FIRWmfb8830,YLGGoqj4503,N_365812)
reaction(38469,LFKOvjd1377,QEMQbjm3861,UWHBgzg8065,N_320791)
reaction(38489,WBWCrpx0574,RCSKrro7061,MKXBlgx1574,N_350705)
reaction(24012,BMREbzi5682,TXAZoid9706,GJQJwul8814,N_346128)
reaction(33449,QTBPsdi7603,HOPHbjz1304,QPPCrtg4148,N_388584)
reaction(10150,RENBbsf9273,IIIArga9185,TKODqsi6810,N_340846)
reaction(30794,DNFSszu2520,OZVNoaq5288,GGOYpgn2054,N_328940)
reaction(15629,JUNWjgn0728,XNYQpmh6853,JDRQhzg0262,N_362714)
reaction(6927,BRWMvix2119,OVGUfzd1334,BYDGpsy0017,N_360344)
reaction(1445,VKWZlol6162,QJFArne2913,KZEExey8583,N_388619)
reaction(23975,HHCIuir7811,DGAMxwj4291,GQPYuut7987,N_326660)
reaction(9011,BOOLaeb7963,QSOXhdn3548,RKPKuxo5233,N_383308)
reaction(21112,ENOLwhb4308,SWNNsyj8511,ATWCrwz2400,N_327266)
reaction(12751,RTNWbdm2077,NYVIioa1907,ZQOHara9098,N_367806)
reaction(8502,CGYEaqp1542,JNVFixf5529,FLJIkba5942,N_377134)
reaction(32658,SQZFhhx1640,BOMDqgw2489,KVNSzjd2683,N_372612)
reaction(26323,XIPEnjs3326,EAFEdqo2139,RGXTflu5971,N_345715)
reaction(7875,CKMUovj2385,UOULnib1895,IQNSomq0884,N_338592)
reaction(19732,MBSExpg3094,RPHNwej4148,VPCRbwc4950,N_335519)
reaction(36150,GUAKjlq3978,MAJJujw3731,GNXMfen5565,N_320560)
reaction(38244,DDNOzmt5748,AQECcvn6018,ODPDhhg8790,N_336534)
reaction(33562,CHLOjfa0696,ECHVrao1580,XEGMpen7394,N_336567)
reaction(31001,GDILgzv8066,WWCNzdh5044,PUIWcwz0498,N_358147)
reaction(19775,SLPBfxo5919,VUDWlid6141,FTFAzpn9320,N_337240)
reaction(9305,FKLXlwl7000,QMAWref3389,GUZZxka6529,N_320428)
reaction(14227,OBLAcme9252,XEVZfqu6727,IXBWkuz7469,N_320406)
reaction(32269,APOTamp7366,DHXEjtq8729,KBBDbur8003,N_378357)
reaction(5398,JORYfkd4615,UGMEhsj0084,UGGDncm0279,N_360275)
reaction(15007,VMLKgdv8571,NBXUalk6978,JCLIbzp9500,N_338988)
reaction(21933,HWEIocb0276,WLEUlib8290,RVXVogh0155,N_321799)
reaction(4371,JJVJcue9597,SHCOwkd3101,CNENmcq9551,N_324583)
reaction(5694,UOKAuiq6217,AEZFgme7701,REJFgdp5314,N_360178)
reaction(35787,SXXWzow2702,EKRKpiq7239,FGCJmtj6023,N_340024)
reaction(13874,IZGChsx7266,WYQOhhv3201,XWDEmws4627,N_388768)
reaction(15197,MEVBfhb3964,XKLPxvw2066,AUIUrae9933,N_324832)
reaction(11989,GGUCgwf5779,ONFYaaj0197,GMORtkr8882,N_388785)
reaction(14337,GWSXfyt4357,FGFJhzx1457,QRZAtvb5272,N_349245)
reaction(551,MFTYbzn9202,PDVJwul6630,ZDKKiix8393,N_388802)
reaction(1472,RGHGypd0562,BRTBoff6725,VZPMjdv0959,N_365371)
reaction(3603,PWNJsaa4826,MQYYlnw8664,EQWKhls3508,N_359162)
reaction(12181,CLZRiol4252,EVZJklx3415,SFYYygu5837,N_321248)
reaction(22226,BQMUjpp9760,FIASbif7358,NMDAqfu9849,N_355425)
reaction(16611,LAWIbtb9822,EOUJqvl0336,MVRTuha5670,N_321281)
reaction(5289,LZFHeft9062,QVGSrtl3854,RJMGyqc3116,N_339486)
reaction(2236,BCKWxmt6343,AAGPthq6880,XFJYivb0540,N_340835)
reaction(8962,IJRZwem3900,APVRtjn0620,OZAGhfi4640,N_343114)
reaction(35335,HYQOeje7472,XTKHdvm2320,IKGHeln3266,N_347416)
reaction(16410,HCVZqzm9917,SMJNejf3053,OUEVlns8306,N_388867)
reaction(18612,NKXAdhf8915,KGDHpjh9602,SDVFlrw3608,N_328940)
reaction(31506,XODHxfw0774,FEBLbjh0459,XXEVmhw0113,N_388884)
reaction(23871,VLQZwhz2914,NFEZvjp3998,HCKMucc1501,N_388895)
reaction(31716,SZCQcmv3178,BKGOcpd3240,GFSShbh0206,N_324368)
reaction(8842,VDOZeej7508,VLTPxya5674,YDCEsow7591,N_326869)
reaction(24354,BFOQmjv3089,GFMJyjp7699,ZNDHfii6527,N_388918)
reaction(4448,RURQjqn8137,ZKDTmfh5610,UZTJuqc8778,N_327969)
reaction(17834,AVPFomo3267,JOKOuwj6812,UDJTfad7221,N_347190)
reaction(25920,CSIQgld0384,SZWAlah1752,EFWXstb5649,N_339497)
reaction(16990,VTSZczt6050,DANCuhd4358,YRYWnka5446,N_331781)
reaction(7692,WDFQffh6131,PRKBisk7184,WVELsoa5482,N_344987)
reaction(5344,IIZMniq0335,KUWHgrh9910,FSYEmqq0934,N_336500)
reaction(6406,RIZYsrx6029,VGOUcpk3762,IPWUyxy5779,N_330943)
reaction(16365,YQFEtpu7045,KFOAqrw1973,ZPHJkmy1998,N_321127)
reaction(20835,GLBJpuv7063,COQQhic5836,AHHRdlj4622,N_359682)
reaction(14889,MSEPnoc5606,HLJYcfc9723,FMXOocj0939,N_350326)
reaction(927,FSBCovn5809,PDEWruc8574,LVHDxnp3920,N_322102)
reaction(9093,VUNItbs5986,RHVAddr2871,RHPBnwq6691,N_341169)
reaction(30595,FMFUkab1320,IJKNroh4112,GACDxqp9061,N_389001)
reaction(6974,SPFQchz2795,JTJWkgy0221,QSGDtel5769,N_368735)
reaction(15110,GTGQtad5952,AFAJvvn0581,DONAzbr0451,N_355992)
reaction(24622,MVQMaaj7426,BXULfir5183,DOLIjve7098,N_350124)
reaction(16666,MYLUxzz2305,AIVJnbc6772,CFOWaor2036,N_379315)
reaction(6976,AOKQuwe8107,FCKMrko0933,ZJBGnir6042,N_346184)
reaction(25821,QNGXijr3005,CYPXaiq5037,IPBDwva0854,N_389042)
reaction(22687,MWVXsee9912,EVRTqdc7697,PPVMjmt0304,N_335292)
reaction(11526,AJUJigm9212,DCIKwss3068,OHCTbou3702,N_380311)
reaction(23675,OAAKojv9117,KCUTycd2105,GDDLcyf1532,N_362902)
reaction(32398,VVSMjbc7465,JYYMpnj5364,WIWJpkv8880,N_363529)
reaction(18940,LWMLxbe7249,UFUMlvs9013,GKCIsnt5518,N_366924)
reaction(29918,WQTDshi9052,JGIZyue7324,ZGPSuzz9546,N_324987)
reaction(16736,KTLRveq9241,NMFZjnf3794,HAWMhwm2982,N_342030)
reaction(36724,ZIOZfsy0345,TYSCssl7053,XWYIeap1198,N_355798)
reaction(9489,GEIKitg7823,SMGYfcs2342,BXFRjiz9401,N_342973)
reaction(30764,ZVRAzpl4664,XHZZxxz2512,QISNisq0889,N_345520)
reaction(38904,CXEZenr2748,JAXEozk9763,LPGSopd6616,N_370400)
reaction(37237,CLTHsrk6278,MJOIbjb1316,CLPDneq8174,N_324638)
reaction(18078,YOJPbqc2449,GYXFwwn8611,EYPHfqy0959,N_356922)
reaction(21808,LDHQfcg7319,DBRMquu6587,OSQLtyo5306,N_322306)
reaction(25423,BNFLdof7041,IYGCzyg3717,GKWHbyi7538,N_346089)
reaction(2517,ARDEgzu5041,LEJTmgo9293,GRKSxnh1887,N_324594)
